ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
35316,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,48.0,Other (please specify):,Remote,Canada,Bash/Shell (all shells);C++;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Zig,Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);APT;Chocolatey;Docker;Homebrew;Kubernetes;Make;Maven (build tool);Netlify;npm;Pip,91198.0
35317,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Canada,GDScript;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,H2;MongoDB;Oracle;Redis;SQLite,Ansible;Firebase;Google Cloud;Gradle;Maven (build tool);npm;Vite,109438.0
35319,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",United States of America,Bash/Shell (all shells);Java;Python,PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);APT;Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pip;Prometheus,290000.0
35320,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",30.0,"Developer, full-stack",,Mexico,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,,47375.0
35321,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Architect, software or solutions",Remote,France,Groovy;Java;JavaScript;Kotlin;MicroPython;Python;TypeScript,Elasticsearch;H2;MongoDB;Neo4J,Datadog;Docker;Google Cloud;Gradle;Homebrew;Maven (build tool);Pip,81210.0
35327,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10.0,AI/ML engineer,,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);PowerShell;Python;SQL,Dynamodb;PostgreSQL;Redis;Supabase;Clickhouse,Amazon Web Services (AWS);Docker;Google Cloud;New Relic;Poetry;Supabase,245055.0
35330,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,Project manager,In-person,Mexico,C#;Dart;JavaScript;Python;SQL,MariaDB;Microsoft SQL Server;PostgreSQL,Chocolatey;Docker;Microsoft Azure;npm;Pip;Prometheus;Vite;Webpack;Yarn,21056.0
35332,I am learning to code,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",11.0,Other (please specify):,In-person,Croatia,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;PostgreSQL;SQLite,,81210.0
35335,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,42.0,"Developer, embedded applications or devices",Remote,United States of America,Bash/Shell (all shells);C;C#;C++;Go;Java;Python,,Amazon Web Services (AWS);Docker,140000.0
35336,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,10.0,Support engineer or analyst,"Hybrid (some in-person, leans heavy to flexibility)",Czech Republic,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;Perl;PowerShell;Python;Rust;SQL;TypeScript,Elasticsearch;H2;MariaDB;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;Redis;Valkey,APT;Cargo;Docker;Gradle;Homebrew;Kubernetes;Make;Pacman;Pip;Podman;Prometheus,79570.0
35337,I code primarily as a hobby,Some college/university study without earning a degree,Employed,10.0,Other (please specify):,In-person,Kenya,Java;Kotlin,,,25542.0
35339,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,44.0,"Senior executive (C-suite, VP, etc.)",,United States of America,Bash/Shell (all shells);C++;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Dynamodb;MariaDB;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Chocolatey;Cloudflare;Datadog;Docker;Microsoft Azure;npm;Pip;Yarn,160000.0
35340,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,"Developer, full-stack",Remote,"Venezuela, Bolivarian Republic of...",Python;SQL;TypeScript,MySQL;Redis,APT;Composer;Docker;npm;Pip,55000.0
35344,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,31.0,"Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",Germany,C#,,Microsoft Azure;NuGet,104413.0
35346,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Switzerland,Bash/Shell (all shells);Go;HTML/CSS;Java;Perl;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;Oracle,,136392.0
35348,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23.0,Engineering manager,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL,Microsoft Access;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);APT;Docker;Make;MSBuild;npm;NuGet;Vite;Yarn,178000.0
35350,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,6.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Brazil,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL,IBM DB2;Redis,Docker;Gradle;Kubernetes;Maven (build tool);npm;Pip,18204.0
35351,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,13.0,Cybersecurity or InfoSec professional,In-person,United States of America,PowerShell,PostgreSQL;Redis;Valkey,Amazon Web Services (AWS);Ansible;Cloudflare;Datadog;Docker;Kubernetes;Pip;Prometheus;Splunk,140000.0
35352,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, back-end",Remote,United States of America,Go;JavaScript;Python;SQL;TypeScript,BigQuery;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Datadog;Digital Ocean;Docker;Google Cloud;Kubernetes;npm;Pip;pnpm;Yarn,185000.0
35353,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Netherlands,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cosmos DB;MongoDB;PostgreSQL,Chocolatey;Docker;Google Cloud;Microsoft Azure;npm;Pip;pnpm;Vite,55687.0
35356,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,39.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,Docker;Microsoft Azure;MSBuild;npm;NuGet,130000.0
35358,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Brazil,C#;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,,16383.0
35360,I am a developer by profession,Some college/university study without earning a degree,Employed,16.0,"Developer, back-end",Remote,Mexico,Bash/Shell (all shells);Go;HTML/CSS;Lua;TypeScript,MariaDB;MySQL;PostgreSQL,APT;Cloudflare;Digital Ocean;Docker;Homebrew;Make;npm;Vite;Yarn,64694.0
35361,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",30.0,"Developer, back-end",,Poland,C#;Java;Python,H2;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);APT;Docker;Homebrew;Kubernetes;Maven (build tool);MSBuild;NuGet;Pip;Prometheus,90057.0
35362,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,6.0,Other (please specify):,In-person,Ireland,C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Swift,MongoDB,Digital Ocean;Docker;Vite,31324.0
35363,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,34.0,"Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",Bulgaria,Assembly;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Databricks SQL;Microsoft SQL Server;MongoDB;Redis,Docker;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Pip;Terraform;Vite;Yarn,94890.0
35364,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",10.0,"Developer, full-stack",,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,Cloudflare;Datadog;Google Cloud;npm;pnpm;Vite,124800.0
35366,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",35.0,"Developer, back-end",,United States of America,Bash/Shell (all shells);C;C#;C++;Go;Java;Kotlin;PowerShell,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Digital Ocean;Kubernetes;Maven (build tool);Podman;Terraform,240000.0
35369,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",42.0,"Architect, software or solutions",,Brazil,C#;HTML/CSS;JavaScript;SQL,Cosmos DB;Microsoft SQL Server;PostgreSQL,Docker;Microsoft Azure,91018.0
35375,"I used to be a developer by profession, but no longer am","Associate degree (A.A., A.S., etc.)",Employed,26.0,"Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);C#;C++;Go;Java;JavaScript;Kotlin;PHP;Python,Cassandra;Databricks SQL;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Google Cloud;Homebrew;Make;Maven (build tool);Microsoft Azure;New Relic;Splunk;Supabase,240000.0
35377,I work with developers or my work supports developers but am not a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",7.0,"Developer, QA or test",,Argentina,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript,,Amazon Web Services (AWS);Cloudflare;Composer;Docker;Heroku;Homebrew;npm;Pip;Podman;Supabase;Vite;Webpack;Yarn,44000.0
35378,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",25.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",India,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Firebase;Google Cloud;Gradle;Homebrew;Maven (build tool);npm;Supabase;Yarn,20923.0
35382,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Chile,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Snowflake,Amazon Web Services (AWS);Chocolatey;Datadog;Docker;Homebrew;Kubernetes;Make;npm;Pip;pnpm;Terraform;Vite;Webpack;Yarn,62558.0
35385,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, QA or test","Hybrid (some in-person, leans heavy to flexibility)",Poland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL,Docker;Google Cloud;Pip,40935.0
35387,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Netherlands,HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Supabase,Docker;Gradle;Homebrew;Kubernetes;npm;pnpm;Supabase;Vercel;Vite;Webpack;Yarn,81210.0
35388,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",29.0,"Developer, full-stack",,Canada,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),IBM DB2;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Google Cloud;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Pip;Vite;Webpack;Yarn,94712.0
35389,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)",Germany,Bash/Shell (all shells);C;C++;Lua;MATLAB;Python;Ruby;VBA,,Google Cloud,121815.0
35390,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Associate degree (A.A., A.S., etc.)",Employed,10.0,Other (please specify):,In-person,United States of America,C;C#;HTML/CSS;PowerShell;VBA;Visual Basic (.Net),MySQL;SQLite,,70000.0
35391,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,24.0,Data scientist,"Your choice (very flexible, you can come in when you want or just as needed)",Canada,Bash/Shell (all shells);C++;Python,Databricks SQL;Elasticsearch;Redis,Amazon Web Services (AWS);Google Cloud;Maven (build tool),109438.0
35394,I am a developer by profession,Some college/university study without earning a degree,Employed,3.0,"Developer, mobile",In-person,Spain,Kotlin;Swift,Cloud Firestore,Firebase;Google Cloud,39445.0
35396,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,"Developer, full-stack",In-person,United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);Chocolatey;Datadog;Docker;Terraform,130000.0
35399,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Denmark,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Bun;Docker;MSBuild;npm;NuGet;Podman;Vite;Yarn,83203.0
35401,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, front-end","Your choice (very flexible, you can come in when you want or just as needed)",United States of America,Dart;HTML/CSS;JavaScript;TypeScript,,Firebase;Google Cloud,235000.0
35404,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,Other (please specify):,"Hybrid (some remote, leans heavy to in-person)",Switzerland,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,BigQuery;SQLite,Chocolatey;Gradle;Pip,391817.0
35407,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,"Developer, back-end",Remote,Canada,C++,,MSBuild,80254.0
35411,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23.0,"Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",United States of America,C#;C++;HTML/CSS;Java;JavaScript;Perl;PowerShell;SQL,Microsoft SQL Server;SQLite,Amazon Web Services (AWS);MSBuild;NuGet;Terraform,148000.0
35412,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,"Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",Romania,C#;JavaScript;Python;Visual Basic (.Net),IBM DB2;Microsoft Access,Docker;NuGet,50544.0
35414,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26.0,"Developer, back-end",Remote,Czech Republic,HTML/CSS;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Docker;Kubernetes;npm;pnpm;Podman;Vite,64592.0
35415,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",United States of America,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Python,,Docker,160000.0
35420,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,"Developer, QA or test","Your choice (very flexible, you can come in when you want or just as needed)",Germany,C++;HTML/CSS;JavaScript;Python,Elasticsearch;Microsoft SQL Server,Amazon Web Services (AWS);APT;Docker;Kubernetes;Make;Microsoft Azure;MSBuild;Ninja;Pip,63808.0
35423,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,"Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",Germany,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Docker;npm;Yarn,69609.0
35425,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",7.0,"Developer, full-stack",,Bulgaria,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,,21350.0
35427,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, mobile",Remote,Spain,C;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift,MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Datadog;Docker;Firebase,92812.0
